,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,LS0,LS1,LS2,LS3,LS4,LS5,LS6,LS7,LS8,LS9,LS10,LS11,LS12,LS13,LS14,LS15,LS16,LS17,LS18,LS19,LS20,LS21,LS22,LS23,LS24,LS25,LS26,LS27,LS28,LS29,LS30,LS31,LS32,LS33,LS34,LS35,LS36,LS37,LS38,LS39
0,-55.12514877319336,-791.3427124023438,-34.231815338134766,-39.41361999511719,-25.613914489746094,-198.5157470703125,-48.55636215209961,-380.2574157714844,-15.554742813110352,-163.44728088378906,-24.82193946838379,68.03246307373047,-20.44526481628418,129.76280212402344,-25.466495513916016,-99.36739349365234,-20.58002281188965,396.71026611328125,-51.241371154785156,163.52413940429688,-48.023284912109375,305.26727294921875,-27.856769561767578,-108.7639389038086,-123.8426742553711,708.450439453125,-30.022436141967773,-459.828369140625,-31.09773063659668,-276.2952880859375,-19.495868682861328,-5.954116344451904,-34.501216888427734,-387.14263916015625,-15.56722354888916,32.13885498046875,-22.331815719604492,77.67249298095703,-30.18518829345703,433.8569641113281,-24.306352615356445,-89.75410461425781,-36.41828918457031,646.5751953125,-44.34150314331055,46.98881149291992,-96.77616882324219,-387.73797607421875,-22.546703338623047,-81.20632934570312,0.0,0.0,0.0,0.5720143914222717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38734760880470276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4813213646411896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-13.458600044250488,-201.90457153320312,-29.228515625,-499.5695495605469,-34.408424377441406,-153.2847442626953,-36.11347961425781,-20.48996353149414,-26.78005599975586,241.28427124023438,-18.005138397216797,-36.636295318603516,-37.27003479003906,-387.23150634765625,-52.65633773803711,651.151123046875,-18.895761489868164,311.5625,-15.872432708740234,81.51386260986328,-14.466242790222168,-60.72832489013672,-19.492042541503906,-432.7919006347656,-89.28400421142578,-994.2769165039062,-36.591556549072266,418.18780517578125,-20.34439468383789,53.47833251953125,-25.85089111328125,-40.02110290527344,-25.2329158782959,-3.4554882049560547,-36.17375183105469,13.736462593078613,-28.51744842529297,531.7000122070312,-12.910909652709961,145.75079345703125,-14.726348876953125,-235.8748016357422,-27.110244750976562,-412.8060302734375,-35.96068572998047,-340.9013671875,-60.7960319519043,96.78356170654297,-24.9349422454834,373.3638610839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885185718536377,0.0,0.0,0.0,0.0,0.0,0.0,0.808954656124115,0.0,0.0,0.5297170281410217,0.0,0.0,0.0,0.0
2,-23.987844467163086,-349.7207946777344,-45.23554611206055,194.9326629638672,-18.198755264282227,-240.523681640625,-74.98945617675781,-979.95654296875,-19.887962341308594,-112.39613342285156,-43.138397216796875,-1127.6558837890625,-31.059322357177734,-52.97758483886719,-22.755374908447266,-590.47607421875,-55.106502532958984,-361.33416748046875,-16.682682037353516,-227.51914978027344,-41.82365036010742,-680.1075439453125,-16.21794891357422,4.3639397621154785,-20.04611587524414,-434.0516052246094,-18.57781410217285,84.23275756835938,-12.484139442443848,-211.5159149169922,-19.88439178466797,-69.22633361816406,-10.531294822692871,-54.69331359863281,-16.53120994567871,-260.2729187011719,-11.500728607177734,49.630516052246094,-12.515478134155273,-255.8871612548828,-15.104585647583008,68.00833892822266,-10.72271728515625,-128.06976318359375,-19.50759506225586,-56.30664825439453,-11.360125541687012,53.20811462402344,-18.750350952148438,-160.00389099121094,0.9147801399230957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8644338250160217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32238805294036865,0.0,0.0
3,-46.69110107421875,-981.2672119140625,-14.685507774353027,14.13332462310791,-28.205646514892578,214.54100036621094,-31.432247161865234,173.97369384765625,-41.40904235839844,-555.3658447265625,-13.441520690917969,-18.370384216308594,-45.78214645385742,819.3049926757812,-32.5277099609375,-440.9809265136719,-21.39225196838379,20.321880340576172,-20.881107330322266,-68.12358856201172,-26.33527374267578,373.9778747558594,-52.76565170288086,-622.2592163085938,-15.77928352355957,-28.95005989074707,-31.915042877197266,188.54922485351562,-22.13054656982422,16.459903717041016,-48.2310791015625,49.82914733886719,-17.755260467529297,-241.45896911621094,-21.74612045288086,362.1393127441406,-44.213226318359375,-200.4779815673828,-24.090007781982422,-37.70217514038086,-22.538299560546875,-198.2296142578125,-17.46461296081543,254.38275146484375,-291.4845886230469,194.96871948242188,-17.417850494384766,-304.9281921386719,-19.967662811279297,233.5924835205078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7262881994247437,0.0,0.26539483666419983,0.0,0.0,0.0,0.0,0.6361303329467773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-62.24418258666992,-962.6031494140625,-24.48659896850586,8.0486478805542,-57.319602966308594,-682.7698974609375,-18.99158477783203,-288.832275390625,-20.036653518676758,-83.69769287109375,-20.02070426940918,-116.81148529052734,-15.593864440917969,-59.994598388671875,-17.917236328125,267.25146484375,-26.952938079833984,32.46142578125,-16.788454055786133,254.2240753173828,-94.06939697265625,1278.0657958984375,-25.99147605895996,-78.40483856201172,-53.6479377746582,662.18603515625,-61.44546890258789,-749.4031982421875,-26.83201789855957,-180.4249267578125,-31.70598030090332,-259.51446533203125,-24.742341995239258,-366.31707763671875,-15.495749473571777,-119.70164489746094,-22.673301696777344,65.63155364990234,-15.720693588256836,-143.93649291992188,-17.039997100830078,343.1084289550781,-32.34620666503906,47.16877365112305,-17.671751022338867,239.69583129882812,-70.54290008544922,941.190185546875,-34.58491516113281,-55.131072998046875,0.0,0.0,0.0,0.7489063143730164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5704782605171204,0.0,0.0,0.3098098933696747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-22.50972557067871,-187.6226806640625,-29.252817153930664,-412.1564636230469,-48.33478546142578,-609.7605590820312,-157.6497802734375,228.6433563232422,-98.62826538085938,963.4939575195312,-43.94839859008789,570.0130004882812,-21.294221878051758,125.71746826171875,-19.66228485107422,-48.21185302734375,-23.287841796875,-216.5898895263672,-60.83254623413086,-695.9098510742188,-168.07357788085938,-944.3583984375,-146.4891815185547,403.8809814453125,-36.572452545166016,491.1563415527344,-24.227312088012695,289.9747009277344,-20.998506546020508,97.05882263183594,-25.317842483520508,-284.7031555175781,-37.9194221496582,-555.5484008789062,-67.52853393554688,-712.1677856445312,-124.81998443603516,693.4830322265625,-61.45437240600586,789.0744018554688,-33.908512115478516,447.0039978027344,-20.377059936523438,38.21786880493164,-20.707542419433594,-146.80023193359375,-26.712648391723633,-313.19964599609375,-89.33819580078125,-780.7765502929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16025236248970032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08561422675848007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8925562500953674,0.0,0.0,0.0,0.0,0.0
6,-20.905664443969727,-469.5608825683594,-40.835872650146484,-688.95361328125,-13.205599784851074,39.85784912109375,-10.546900749206543,-6.302035331726074,-18.051403045654297,42.702369689941406,-46.19422149658203,1016.62841796875,-18.384035110473633,177.84005737304688,-24.586721420288086,-743.6410522460938,-28.663606643676758,-223.65017700195312,-10.76069164276123,61.9404411315918,-11.90515422821045,-13.347692489624023,-26.917688369750977,243.73672485351562,-38.76301574707031,834.4940795898438,-17.141252517700195,-87.27688598632812,-28.11764144897461,-880.5194091796875,-19.51267433166504,51.24463653564453,-9.774856567382812,54.24069595336914,-15.345967292785645,1.4409087896347046,-39.53868865966797,593.0611572265625,-28.905166625976562,438.91558837890625,-16.96689796447754,-310.0095520019531,-28.671480178833008,-736.2437744140625,-14.273849487304688,167.19566345214844,-9.907054901123047,30.88096809387207,-23.168907165527344,78.3948745727539,0.0,0.0,0.0,0.0,0.0,0.0,0.9902169108390808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23314572870731354,0.0,0.0,0.0,0.0,0.0,0.9891880750656128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-24.855998992919922,-155.73330688476562,-42.423622131347656,-514.4501342773438,-105.76681518554688,-738.7339477539062,-112.34302520751953,62.83727264404297,-71.70124053955078,264.17510986328125,-59.257164001464844,312.0011901855469,-43.9223747253418,344.5303039550781,-28.97005271911621,178.3417205810547,-24.931180953979492,-81.57208251953125,-35.294517517089844,-437.3882751464844,-113.47525024414062,-1193.4307861328125,-518.6206665039062,254.14047241210938,-83.09465789794922,712.8265991210938,-40.821590423583984,322.5452880859375,-34.522396087646484,137.8085174560547,-32.789066314697266,56.20010757446289,-30.04924964904785,-60.84206771850586,-34.281253814697266,-301.1614685058594,-73.44817352294922,-805.9571533203125,-1481.161376953125,-3523.802734375,-150.357666015625,1439.8096923828125,-39.13733673095703,473.4527587890625,-27.183027267456055,118.63832092285156,-29.908178329467773,-96.41345977783203,-37.71511459350586,-197.269287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004603619687259197,0.0,0.2520555257797241,0.0,0.0,0.0,0.6272590160369873,0.0,0.0,0.0,0.0,0.0
8,-36.59651184082031,-546.7627563476562,-51.62850570678711,687.93701171875,-31.815160751342773,-424.12054443359375,-72.9695053100586,912.1770629882812,-27.241708755493164,-277.6734924316406,-77.74179077148438,772.761962890625,-25.550128936767578,-249.1288299560547,-115.49417114257812,911.7149047851562,-24.784000396728516,-189.43777465820312,-179.88265991210938,1354.3394775390625,-21.674720764160156,-109.73291778564453,-296.26495361328125,1034.3377685546875,-20.89808464050293,-51.27178955078125,-5884.927734375,-4473.8896484375,-21.54676628112793,64.6207504272461,-282.9136962890625,-1034.529541015625,-22.047496795654297,130.04281616210938,-135.68592834472656,-999.397216796875,-24.702787399291992,171.56765747070312,-121.89550018310547,-1006.9027709960938,-26.017532348632812,254.84616088867188,-82.26593017578125,-793.291259765625,-26.67293930053711,297.8902893066406,-66.72062683105469,-889.9832763671875,-32.57181167602539,433.76544189453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986674547195435,0.0,0.0,0.0660826563835144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047175586223602295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-14.444679260253906,-371.2718200683594,-8.883522033691406,-60.24929428100586,-22.47022247314453,-79.26485443115234,-19.47501564025879,-499.13531494140625,-19.876840591430664,-114.70892333984375,-23.63245964050293,35.34397506713867,-30.414575576782227,461.7940673828125,-21.296123504638672,-24.444339752197266,-10.38714599609375,236.22152709960938,-21.58857536315918,485.1635437011719,-10.844768524169922,-214.52456665039062,-9.037039756774902,111.91024780273438,-21.32406997680664,-211.90408325195312,-12.770115852355957,-348.14019775390625,-17.320383071899414,-102.56765747070312,-25.34720802307129,-173.1624755859375,-34.87478256225586,46.71404266357422,-19.80157470703125,-68.64525604248047,-14.553420066833496,427.97955322265625,-31.62936782836914,393.9659118652344,-9.439018249511719,-57.437049865722656,-10.981681823730469,299.5894775390625,-17.75054359436035,-275.5935363769531,-9.687604904174805,-174.37957763671875,-16.373382568359375,-67.27448272705078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8511404395103455,0.0,0.0,0.0,0.739848792552948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919371604919434,0.0,0.0,0.0
